code_iata;icao_code;timezone;gmt_offset;raw_offset;dst_offset;name;ordre
UYN;ZLYL;Asia/Shanghai;8;8;8;Yulin Airport;1466
BLI;KBLI;America/Los_Angeles;-8;-8;-7;Bellingham International Airport;1467
BQS;UHBB;Asia/Yakutsk;9;9;9;Ignatyevo Airport;1468
GOV;YPGV;Australia/Darwin;9,5;9,5;9,5;Gove Airport;1469
IOS;SBIL;America/Bahia;-3;-3;-3;Ilhéus Jorge Amado Airport;1470
MBS;KMBS;America/Detroit;-5;-5;-4;MBS International Airport;1471
BHO;VABP;Asia/Kolkata;5,5;5,5;5,5;Raja Bhoj International Airport;1472
DGO;MMDO;America/Monterrey;-6;-6;-6;Durango International Airport;1473
KEJ;UNEE;Asia/Novokuznetsk;7;7;7;Kemerovo Airport;1474
LIO;MRLM;America/Costa_Rica;-6;-6;-6;Limón International Airport;1475
MQS;TVSM;America/St_Vincent;-4;-4;-4;Mustique Airport;1476
OCF;KOCF;America/New_York;-5;-5;-4;Ocala International Airport;1477
ALH;YABA;Australia/Perth;8;8;8;Albany Aerodrome;1478
NJC;USNN;Asia/Yekaterinburg;5;5;5;Nizhnevartovsk Airport;1479
SRE;SLAL;America/La_Paz;-4;-4;-4;Alcantari International Airport;1480
AMQ;WAPP;Asia/Jayapura;9;9;9;Ambon Pattimura Airport;1481
ERI;KERI;America/New_York;-5;-5;-4;Erie International Airport;1482
SJP;SBSR;America/Sao_Paulo;-3;-3;-3;São José do Rio Preto Airport;1483
FDE;ENBL;Europe/Oslo;1;1;2;Førde Airport, Bringeland;1484
ULV;UWLL;Europe/Ulyanovsk;4;4;4;Ulyanovsk Baratayevka Airport;1485
DGA;MZPB;America/Belize;-6;-6;-6;Dangriga Airport;1486
HUU;SPNC;America/Lima;-5;-5;-5;Alférez FAP David Figueroa Fernandini Airport;1487
LDB;SBLO;America/Sao_Paulo;-3;-3;-3;Londrina Aeroporto;1488
LEB;KLEB;America/New_York;-5;-5;-4;Lebanon Municipal Airport;1489
ROB;GLRB;Africa/Monrovia;0;0;0;Roberts International Airport;1490
MTJ;KMTJ;America/Denver;-7;-7;-6;Montrose Regional Airport;1491
APO;SKLC;America/Bogota;-5;-5;-5;Antonio Roldán Betancourt Airport;1492
GTF;KGTF;America/Denver;-7;-7;-6;Great Falls International Airport;1493
HTA;UIAA;Asia/Yakutsk;9;9;9;Kadala Airport;1494
UDI;SBUL;America/Sao_Paulo;-3;-3;-3;Uberlândia–Ten. Cel. Av. César Bombonato Airport;1495
NSK;UOOO;Asia/Krasnoyarsk;7;7;7;Norilsk-Alykel Airport;1496
TAP;MMTP;America/Merida;-6;-6;-6;Tapachula International Airport;1497
YIN;ZWYN;Asia/Urumqi;6;6;6;Yining Airport;1498
FAY;KFAY;America/New_York;-5;-5;-4;Fayetteville Municipal Airport;1499
ABB;DNAS;Africa/Lagos;1;1;1;Asaba International Airport;1500
CEE;ULWC;Europe/Moscow;3;3;3;Cherepovets Airport;1501
IOA;LGIO;Europe/Athens;2;2;3;Ioannina National Airport;1502
XAP;SBCH;America/Sao_Paulo;-3;-3;-3;Chapecó Airport;1503
DDD;VRMU;Indian/Maldives;5;5;5;Dhaalu Atoll Airport;1504
ITH;KITH;America/New_York;-5;-5;-4;Ithaca Tompkins Regional Airport;1505
YXT;CYXT;America/Vancouver;-8;-8;-7;Northwest Regional Airport Terrace-Kitimat;1506
MJF;ENMS;Europe/Oslo;1;1;2;Mosjøen Airport, Kjærstad;1507
NMA;UTFN;Asia/Tashkent;5;5;5;Namangan Airport;1508
TMP;EFTP;Europe/Helsinki;2;2;3;Tampere–Pirkkala Airport;1509
YBP;ZUYB;Asia/Shanghai;8;8;8;Yibin Wuliangye Airport;1510
CTN;YCKN;Australia/Brisbane;10;10;10;Cooktown Airport;1511
IBE;SKIB;America/Bogota;-5;-5;-5;Perales Airport, El Salado;1512
LYP;OPFA;Asia/Karachi;5;5;5;Faisalabad International Airport;1513
OZC;RPMO;Asia/Manila;8;8;8;Ozamiz City Airport;1514
ADS;KADS;America/Chicago;-6;-6;-5;Addison Airport;1515
ESU;GMMI;Africa/Casablanca;1;0;1;Essaouira Airport;1516
GGT;MYEF;America/Nassau;-5;-5;-4;George Town Exuma International Airport;1517
LZH;ZGZH;Asia/Shanghai;8;8;8;Liuzhou Bailian Airport;1518
MQN;ENRA;Europe/Oslo;1;1;2;Mo i Rana Airport, Røssvoll;1519
NKT;LTCV;Europe/Istanbul;3;3;3;??rnak Airport;1520
SGR;KSGR;America/Chicago;-6;-6;-5;Houston, Sugar Land Municipal / Hull Field Airport;1521
TBP;SPME;America/Lima;-5;-5;-5;Tumbes Airport;1522
FLW;LPFL;Atlantic/Azores;-1;-1;0;Flores Airport;1523
GNB;LFLS;Europe/Paris;1;1;2;Alpes–Isère Airport;1524
IVC;NZNV;Pacific/Auckland;13;12;12;Invercargill Airport;1525
KRR;URKK;Europe/Moscow;3;3;3;Krasnodar International Airport;1526
YIP;KYIP;America/Detroit;-5;-5;-4;Willow Run Airport;1527
ABT;OEBA;Asia/Riyadh;3;3;3;Al-Baha Domestic Airport;1528
TUG;RPUT;Asia/Manila;8;8;8;Tuguegarao Airport;1529
BLM;KBLM;America/New_York;-5;-5;-4;Monmouth Executive Airport;1530
QYU;;;;;;;1531
SLU;TLPC;America/St_Lucia;-4;-4;-4;George F. L. Charles Airport;1532
TZL;LQTZ;Europe/Sarajevo;1;1;2;Tuzla International Airport;1533
PPN;SKPP;America/Bogota;-5;-5;-5;Guillermo León Valencia Airport;1534
YQG;CYQG;America/Toronto;-5;-5;-4;Windsor Airport;1535
DND;EGPN;Europe/London;0;0;1;Dundee Riverside Airport;1536
STW;URMT;Europe/Moscow;3;3;3;Stavropol Shpakovskoye Airport;1537
YMM;CYMM;America/Edmonton;-7;-7;-6;Fort McMurray Airport;1538
YNB;OEYN;Asia/Riyadh;3;3;3;Yanbu Airport;1539
RMA;YROM;Australia/Brisbane;10;10;10;Roma;1540
YMX;CYMX;America/Toronto;-5;-5;-4;Montréal–Mirabel International Airport;1541
FEG;UTFF;Asia/Tashkent;5;5;5;Fergana International Airport;1542
KSU;ENKB;Europe/Oslo;1;1;2;Kristiansund Airport, Kvernberget;1543
MUH;HEMM;Africa/Cairo;2;2;3;Mersa Matruh Airport;1544
BLA;SVBC;America/Caracas;-4;-4;-4;General José Antonio Anzoátegui International Airport;1545
KZO;UAOO;Asia/Qyzylorda;5;5;5;Kyzylorda Airport;1546
PMW;SBPJ;America/Araguaina;-3;-3;-3;Palmas–Brigadeiro Lysias Rodrigues Airport;1547
VDC;SBVC;America/Bahia;-3;-3;-3;Pedro Otacílio Figueiredo Airport;1548
ADF;LTCP;Europe/Istanbul;3;3;3;Adiyaman Airport;1549
ASV;HKAM;Africa/Nairobi;3;3;3;Amboseli Airport;1550
KDI;WAWW;Asia/Makassar;8;8;8;Haluoleo Airport;1551
LAE;AYNZ;Pacific/Port_Moresby;10;10;10;Lae Nadzab Airport;1552
BLZ;FWCL;Africa/Blantyre;2;2;2;Chileka International Airport;1553
ACI;EGJA;Europe/Guernsey;0;0;1;Alderney Airport;1554
HTS;KHTS;America/New_York;-5;-5;-4;Tri-State Airport;1555
PSS;SARP;America/Argentina/Cordoba;-3;-3;-3;Posadas Airport;1556
BCT;KBCT;America/New_York;-5;-5;-4;Boca Raton Airport;1557
CPR;KCPR;America/Denver;-7;-7;-6;Casper–Natrona County International Airport;1558
CWA;KCWA;America/Chicago;-6;-6;-5;Central Wisconsin Airport;1559
IPH;WMKI;Asia/Kuala_Lumpur;8;8;8;Sultan Azlan Shah Airport;1560
PLJ;MZPL;America/Belize;-6;-6;-6;Placencia Airport;1561
STD;SVSO;America/Caracas;-4;-4;-4;Mayor Buenaventura Vivas Airport;1562
HMA;USHH;Asia/Yekaterinburg;5;5;5;Hanty-Mansijsk Airport;1563
IGD;LTCT;Europe/Istanbul;3;3;3;I?d?r Airport;1564
PBO;YPBO;Australia/Perth;8;8;8;Paraburdoo Airport;1565
PLW;WAML;Asia/Makassar;8;8;8;Mutiara SIS Al-Jufrie Airport;1566
YVO;CYVO;America/Toronto;-5;-5;-4;Val-d'Or Airport;1567
EJA;SKEJ;America/Bogota;-5;-5;-5;Yariguíes Airport;1568
MOL;ENML;Europe/Oslo;1;1;2;Molde Airport, Årø;1569
OLP;YOLD;Australia/Adelaide;10,5;9,5;9,5;Olympic Dam Airport;1570
ADQ;PADQ;America/Anchorage;-9;-9;-8;Kodiak Benny Benson State Airport;1571
EUN;GMML;Africa/Casablanca;1;0;1;Hassan I Airport;1572
ROT;NZRO;Pacific/Auckland;13;12;12;Rotorua Airport;1573
TKU;EFTU;Europe/Helsinki;2;2;3;Turku Airport;1574
PUG;YPAG;Australia/Adelaide;10,5;9,5;9,5;Port Augusta Airport;1575
AZO;KAZO;America/Detroit;-5;-5;-4;Kalamazoo-Battle Creek International Airport;1576
DOL;LFRG;Europe/Paris;1;1;2;Deauville – Saint-Gatien Airport;1577
FNL;KFNL;America/Denver;-7;-7;-6;Northern Colorado Regional Airport;1578
LYR;ENSB;Arctic/Longyearbyen;1;1;2;Svalbard Airport, Longyear;1579
OMO;LQMO;Europe/Sarajevo;1;1;2;Mostar International Airport;1580
SMV;LSZS;Europe/Zurich;1;1;2;Samedan Airport;1581
SJZ;LPSJ;Atlantic/Azores;-1;-1;0;São Jorge Airport;1582
PKN;WAGI;Asia/Pontianak;7;7;7;Iskandar Airport;1583
UES;KUES;America/Chicago;-6;-6;-5;Waukesha County Airport;1584
WYA;YWHA;Australia/Adelaide;10,5;9,5;9,5;Whyalla Airport;1585
BVE;LFSL;Europe/Paris;1;1;2;Brive–Souillac Airport;1586
NYO;ESKN;Europe/Stockholm;1;1;2;Stockholm Skavsta Airport;1587
AUG;KAUG;America/New_York;-5;-5;-4;Augusta State Airport;1588
MQT;KSAW;America/Detroit;-5;-5;-4;Sawyer International Airport;1589
NOU;NWWW;Pacific/Noumea;11;11;11;La Tontouta International Airport;1590
KCM;LTCN;Europe/Istanbul;3;3;3;Kahramanmara? Airport;1591
BDQ;VABO;Asia/Kolkata;5,5;5,5;5,5;Vadodara Airport;1592
QEF;EDFE;Europe/Berlin;1;1;2;Frankfurt Egelsbach Airport;1593
QYS;;;;;;;1594
TTJ;RJOR;Asia/Tokyo;9;9;9;Tottori Airport;1595
AEY;BIAR;Atlantic/Reykjavik;0;0;0;Akureyri Airport;1596
EPR;YESP;Australia/Perth;8;8;8;Esperance Airport;1597
VLN;SVVA;America/Caracas;-4;-4;-4;Arturo Michelena International Airport;1598
BND;OIKB;Asia/Tehran;3,5;3,5;3,5;Bandar Abbas International Airport;1599
FRL;LIPK;Europe/Rome;1;1;2;Forlì Airport;1600
LEY;EHLE;Europe/Amsterdam;1;1;2;Lelystad Airport;1601
OGX;DAUU;Africa/Algiers;1;1;1;Ouargla;1602
VUP;SKVP;America/Bogota;-5;-5;-5;Valledupar / Alfonso Lopez;1603
XFN;ZHXF;Asia/Shanghai;8;8;8;Xiangfan Airport;1604
AGH;ESTA;Europe/Stockholm;1;1;2;Ängelholm–Helsingborg Airport;1605
AWZ;OIAW;Asia/Tehran;3,5;3,5;3,5;Ahwaz International Airport;1606
ARI;SCAR;America/Santiago;-3;-4;-4;Chacalluta Arica Airport;1607
BWE;EDVE;Europe/Berlin;1;1;2;Braunschweig-Wolfsburg Airport;1608
HAH;FMCH;Indian/Comoro;3;3;3;Prince Said Ibrahim International Airport;1609
SFJ;BGSF;America/Nuuk;-2;-2;-1;Kangerlussuaq Airport;1610
BEJ;WAQT;Asia/Makassar;8;8;8;Kalimaru Airport;1611
GOP;VEGK;Asia/Kolkata;5,5;5,5;5,5;Gorakhpur Airport;1612
TMB;KTMB;America/New_York;-5;-5;-4;Miami Executive Airport;1613
ANX;ENAN;Europe/Oslo;1;1;2;Andøya Andenes Airport;1614
ILN;KILN;America/New_York;-5;-5;-4;Wilmington Air Park;1615
UUS;UHSS;Asia/Sakhalin;11;11;11;Yuzhno-Sakhalinsk Airport;1616
BWK;LDSB;Europe/Zagreb;1;1;2;Brac;1617
GRS;LIRS;Europe/Rome;1;1;2;Grosseto Airport;1618
JIM;HAJM;Africa/Addis_Ababa;3;3;3;Jimma;1619
JDO;SBJU;America/Fortaleza;-3;-3;-3;Orlando Bezerra de Menezes Airport;1620
KVX;USKK;Europe/Kirov;3;3;3;Pobedilovo Airport;1621
PBG;KPBG;America/New_York;-5;-5;-4;Plattsburgh Air Force Base;1622
WTB;YBWW;Australia/Brisbane;10;10;10;Toowoomba Wellcamp Airport;1623
NVI;UTSA;Asia/Samarkand;5;5;5;Navoi International Airport;1624
RHI;KRHI;America/Chicago;-6;-6;-5;Rhinelander-Oneida County Airport;1625
SVZ;SVSA;America/Caracas;-4;-4;-4;Juan Vicente Gómez International Airport;1626
AHU;GMTA;Africa/Casablanca;1;0;1;Cherif Al Idrissi Airport;1627
AJI;LTCO;Europe/Istanbul;3;3;3;A?r? Airport;1628
BJZ;LEBZ;Europe/Madrid;1;1;2;Badajoz Airport;1629
GAN;VRMG;Indian/Maldives;5;5;5;Gan International Airport;1630
GLO;EGBJ;Europe/London;0;0;1;Gloucestershire Airport;1631
ILR;DNIL;Africa/Lagos;1;1;1;Ilorin;1632
MUN;SVMT;America/Caracas;-4;-4;-4;José Tadeo Monagas International Airport;1633
ZCL;MMZC;America/Monterrey;-6;-6;-6;General Leobardo C. Ruiz International Airport;1634
CMF;LFLB;Europe/Paris;1;1;2;Chambéry Airport;1635
MIM;YMER;Australia/Sydney;11;10;10;Merimbula Airport;1636
SFT;ESNS;Europe/Stockholm;1;1;2;Skellefteå Airport;1637
SLK;KSLK;America/New_York;-5;-5;-4;Adirondack Regional Airport;1638
GMZ;GCGM;Atlantic/Canary;0;0;1;La Gomera Airport;1639
IPL;KIPL;America/Los_Angeles;-8;-8;-7;Imperial County Airport;1640
LBD;UTDL;Asia/Dushanbe;5;5;5;Khudjand International Airport;1641
SCU;MUCU;America/Havana;-5;-5;-4;Antonio Maceo International Airport;1642
BOC;;;;;;;1643
LZU;KLZU;America/New_York;-5;-5;-4;Lawrenceville, Gwinnett County-Briscoe Field Airport;1644
CAC;SBCA;America/Sao_Paulo;-3;-3;-3;Cascavel Airport;1645
CIY;LICB;Europe/Rome;1;1;2;Comiso Airport;1646
FSZ;RJNS;Asia/Tokyo;9;9;9;Mt. Fuji Shizuoka Airport;1647
GHV;LRBV;Europe/Bucharest;2;2;3;Bra?ov-Ghimbav International Airport;1648
KUO;EFKU;Europe/Helsinki;2;2;3;Kuopio Airport;1649
LBE;KLBE;America/New_York;-5;-5;-4;Arnold Palmer Regional Airport;1650
PNZ;SBPL;America/Bahia;-3;-3;-3;Petrolina;1651
APW;NSFA;Pacific/Apia;13;13;13;Faleolo International Airport;1652
TMS;FPST;Africa/Sao_Tome;0;0;0;S. Tome;1653
XSP;WSSL;Asia/Singapore;8;8;8;Seletar Airport;1654
LET;SKLT;America/Bogota;-5;-5;-5;Alfredo Vásquez Cobo International Airport;1655
AQJ;OJAQ;Asia/Amman;3;3;3;King Hussein International Airport;1656
OAJ;KOAJ;America/New_York;-5;-5;-4;Albert J Ellis Airport;1657
PKC;UHPP;Asia/Kamchatka;12;12;12;Yelizovo Airport;1658
YQY;CYQY;America/Glace_Bay;-4;-4;-3;Sydney/J.A. Douglas McCurdy Airport;1659
YTS;CYTS;America/Toronto;-5;-5;-4;Timmins/Victor M. Power Airport;1660
MGW;KMGW;America/New_York;-5;-5;-4;Morgantown Municipal Airport;1661
QOW;DNIM;Africa/Lagos;1;1;1;Sam Mbakwe International Airport;1662
IGS;ETSI;Europe/Berlin;1;1;2;Ingolstadt Manching Airport;1663
VLD;KVLD;America/New_York;-5;-5;-4;Valdosta Regional Airport;1664
DPL;RPMG;Asia/Manila;8;8;8;Dipolog Airport;1665
KEU;HKKE;Africa/Nairobi;3;3;3;Keekorok Airport;1666
NQU;SKNQ;America/Bogota;-5;-5;-5;Reyes Murillo Airport;1667
KJK;EBKT;Europe/Brussels;1;1;2;Wevelgem Airport;1668
KRL;ZWKL;Asia/Urumqi;6;6;6;Korla Airport;1669
LUM;ZPMS;Asia/Shanghai;8;8;8;Mangshi Airport;1670
PAG;RPMP;Asia/Manila;8;8;8;Pagadian Airport;1671
CSG;KCSG;America/New_York;-5;-5;-4;Columbus Airport;1672
LAF;KLAF;America/Indiana/Indianapolis;-5;-5;-4;Purdue University Airport;1673
LOH;SECA;America/Guayaquil;-5;-5;-5;Catamayo / Camilo Ponce Enriquez;1674
PMF;LIMP;Europe/Rome;1;1;2;Parma Airport;1675
FOG;;;;;;;1676
REX;MMRX;America/Matamoros;-6;-6;-5;General Lucio Blanco International Airport;1677
RXS;RPVR;Asia/Manila;8;8;8;Roxas;1678
TTE;WAMT;Asia/Jayapura;9;9;9;Sultan Babullah Airport;1679
HDN;KHDN;America/Denver;-7;-7;-6;Yampa Valley Airport;1680
TJQ;WIKT;Asia/Jakarta;7;7;7;H.A.S. Hanandjoeddin Airport;1681
TUF;LFOT;Europe/Paris;1;1;2;Tours Val de Loire Airport;1682
KDO;VRMK;Indian/Maldives;5;5;5;Kadhdhoo Airport;1683
MEC;SEMT;America/Guayaquil;-5;-5;-5;Eloy Alfaro International Airport;1684
PIR;KPIR;America/Chicago;-6;-6;-5;Pierre Municipal Airport;1685
BAV;ZBOW;Asia/Shanghai;8;8;8;Baotou Donghe Airport;1686
BGF;FEFF;Africa/Bangui;1;1;1;Bangui Airport;1687
HAQ;VRMH;Indian/Maldives;5;5;5;Hanimaadhoo International Airport;1688
LCE;MHLC;America/Tegucigalpa;-6;-6;-6;La Ceiba Airport;1689
SYO;RJSY;Asia/Tokyo;9;9;9;Shonai Airport;1690
YKA;CYKA;America/Vancouver;-8;-8;-7;Kamloops Airport;1691
CRZ;UTAV;Asia/Ashgabat;5;5;5;Turkmenabat Airport;1692
TVL;KTVL;America/Los_Angeles;-8;-8;-7;Lake Tahoe Airport;1693
KOS;VDSV;Asia/Phnom_Penh;7;7;7;Sihanoukville International Airport;1694
KSF;EDVK;Europe/Berlin;1;1;2;Kassel Calden Airport;1695
CLL;KCLL;America/Chicago;-6;-6;-5;Easterwood Field;1696
DOY;ZSDY;Asia/Shanghai;8;8;8;Dongying Shengli Airport;1697
EWN;KEWN;America/New_York;-5;-5;-4;Coastal Carolina Regional Airport;1698
HYN;ZSLQ;Asia/Shanghai;8;8;8;Taizhou Luqiao Airport;1699
PSE;TJPS;America/Puerto_Rico;-4;-4;-4;Mercedita Airport;1700
WLP;YANG;Australia/Perth;8;8;8;West Angelas Airport;1701
GGR;HCMW;Africa/Mogadishu;3;3;3;Garowe International Airport;1702
KTR;YPTN;Australia/Darwin;9,5;9,5;9,5;Tindal / Katherine;1703
MSJ;RJSM;Asia/Tokyo;9;9;9;Misawa Air Base;1704
NOZ;UNWW;Asia/Novokuznetsk;7;7;7;Spichenkovo Airport;1705
PEZ;UWPP;Europe/Moscow;3;3;3;Penza Airport;1706
PVH;SBPV;America/Porto_Velho;-4;-4;-4;Governador Jorge Teixeira de Oliveira International Airport;1707
YFB;CYFB;America/Iqaluit;-5;-5;-4;Iqaluit Airport;1708
ASO;HASO;Africa/Addis_Ababa;3;3;3;Assosa / Asosa;1709
FTE;SAWC;America/Argentina/Rio_Gallegos;-3;-3;-3;El Calafate Airport;1710
HUH;NTTH;Pacific/Tahiti;-10;-10;-10;Huahine – Fare Airport;1711
QEW;;;;;;;1712
SPN;PGSN;Pacific/Saipan;10;10;10;Francisco C. Ada International Airport;1713
VAM;VRMV;Indian/Maldives;5;5;5;Villa International Airport;1714
QTC;;;;;;;1715
YYR;CYYR;America/Goose_Bay;-4;-4;-3;CFB Goose Bay;1716
ISM;KISM;America/New_York;-5;-5;-4;Kissimmee Gateway Airport;1717
IXJ;VIJU;Asia/Kolkata;5,5;5,5;5,5;Jammu Airport;1718
LPI;ESSL;Europe/Stockholm;1;1;2;Linköping City Airport;1719
LSE;KLSE;America/Chicago;-6;-6;-5;La Crosse Municipal Airport;1720
PKT;YPKT;Australia/Darwin;9,5;9,5;9,5;Port Keats Airport;1721
YXY;CYXY;America/Whitehorse;-7;-7;-7;Erik Nielsen Whitehorse International Airport;1722
AAT;ZWAT;Asia/Urumqi;6;6;6;Altay Airport;1723
CSK;GOGS;Africa/Dakar;0;0;0;Cap Skirring Airport;1724
DAV;MPDA;America/Panama;-5;-5;-5;David Airport;1725
LAO;RPLI;Asia/Manila;8;8;8;Laoag International Airport;1726
LPQ;VLLB;Asia/Vientiane;7;7;7;Luang Prabang International Airport;1727
MPY;SOOA;America/Cayenne;-3;-3;-3;Maripasoula Airport;1728
GTE;YGTE;Australia/Darwin;9,5;9,5;9,5;Groote Eylandt Airport;1729
LYG;ZSLG;Asia/Shanghai;8;8;8;Lianyungang Huaguoshan Airport;1730
YUM;KNYL;America/Phoenix;-7;-7;-7;Yuma International Airport;1731
CCC;MUCC;America/Havana;-5;-5;-4;Jardines del Rey Airport;1732
EUX;TNCE;America/Kralendijk;-4;-4;-4;F. D. Roosevelt Airport;1733
TGU;MHTG;America/Tegucigalpa;-6;-6;-6;Toncontín International Airport;1734
CEN;MMCN;America/Hermosillo;-7;-7;-7;Ciudad Obregón International Airport;1735
KDM;VRMT;Indian/Maldives;5;5;5;Kaadedhdhoo Airport;1736
DUJ;KDUJ;America/New_York;-5;-5;-4;Du Bois-Jefferson County Airport;1737
ETM;LLER;Asia/Jerusalem;2;2;3;Eilat/Ramon International Airport;1738
JMU;ZYJM;Asia/Shanghai;8;8;8;Jiamusi Airport;1739
PKE;YPKS;Australia/Sydney;11;10;10;Parkes Airport;1740
QYK;;;;;;;1741
ZNA;;;;;;;1742
ABA;UNAA;Asia/Krasnoyarsk;7;7;7;Abakan International Airport;1743
CJF;YCWA;Australia/Perth;8;8;8;Coondewanna Airport;1744
GRW;LPGR;Atlantic/Azores;-1;-1;0;Graciosa Airport;1745
PTX;SKPI;America/Bogota;-5;-5;-5;Pitalito Airport;1746
AZR;DAUA;Africa/Algiers;1;1;1;Touat-Cheikh Sidi Mohamed Belkebir Airport;1747
FON;MRAN;America/Costa_Rica;-6;-6;-6;La Fortuna Arenal Airport;1748
MHQ;EFMA;Europe/Mariehamn;2;2;3;Mariehamn Airport;1749
SVL;EFSA;Europe/Helsinki;2;2;3;Savonlinna Airport;1750
TRE;EGPU;Europe/London;0;0;1;Tiree Airport;1751
APC;KAPC;America/Los_Angeles;-8;-8;-7;Napa County Airport;1752
HKY;KHKY;America/New_York;-5;-5;-4;Hickory Regional Airport;1753
MTT;MMMT;America/Mexico_City;-6;-6;-6;Minatitlán/Coatzacoalcos International Airport;1754
ORH;KORH;America/New_York;-5;-5;-4;Worcester Regional Airport;1755
RAE;OERR;Asia/Riyadh;3;3;3;Arar Domestic Airport;1756
TST;VTST;Asia/Bangkok;7;7;7;Trang Airport;1757
BTC;VCCB;Asia/Colombo;5,5;5,5;5,5;Batticaloa Airport;1758
OOM;YCOM;Australia/Sydney;11;10;10;Cooma–Snowy Mountains Airport;1759
OTH;KOTH;America/Los_Angeles;-8;-8;-7;Southwest Oregon Regional Airport;1760
KIJ;RJSN;Asia/Tokyo;9;9;9;Niigata Airport;1761
PHF;KPHF;America/New_York;-5;-5;-4;Newport News-Williamsburg International Airport;1762
QTX;;;;;;;1763
UET;OPQT;Asia/Karachi;5;5;5;Quetta International Airport;1764
HHR;KHHR;America/Los_Angeles;-8;-8;-7;Hawthorne Municipal Airport;1765
JZI;;;;;;;1766
KDU;OPSD;Asia/Karachi;5;5;5;Skardu Airport;1767
KOW;ZSGZ;Asia/Shanghai;8;8;8;Ganzhou Huangjin Airport;1768
JIK;LGIK;Europe/Athens;2;2;3;Ikaria Island National Airport;1769
TOL;KTOL;America/New_York;-5;-5;-4;Toledo Express Airport;1770
BKL;KBKL;America/New_York;-5;-5;-4;Burke Lakefront Airport;1771
MYA;YMRY;Australia/Sydney;11;10;10;Moruya Airport;1772
SJT;KSJT;America/Chicago;-6;-6;-5;San Angelo Regional Airport;1773
AKN;PAKN;America/Anchorage;-9;-9;-8;King Salmon Airport;1774
AWA;HALA;Africa/Addis_Ababa;3;3;3;Awassa Airport;1775
DJJ;WAJJ;Asia/Jayapura;9;9;9;Sentani Airport;1776
HSR;VAHS;Asia/Kolkata;5,5;5,5;5,5;Hirasar Airport;1777
RIZ;ZSRZ;Asia/Shanghai;8;8;8;Rizhao Shanzihe Airport;1778
AUR;LFLW;Europe/Paris;1;1;2;Aurillac Airport;1779
CFN;EIDL;Europe/Dublin;0;0;1;Donegal Airport;1780
KKE;NZKK;Pacific/Auckland;13;12;12;Kerikeri Airport;1781
NUM;OENN;Asia/Riyadh;3;3;3;Neom Bay Airport;1782
ABI;KABI;America/Chicago;-6;-6;-5;Abilene Regional Airport;1783
MHK;KMHK;America/Chicago;-6;-6;-5;Manhattan Regional Airport;1784
SOG;ENSG;Europe/Oslo;1;1;2;Sogndal / Haukåsen;1785
JJD;SBJE;America/Fortaleza;-3;-3;-3;Jericoacoara Airport;1786
PGA;KPGA;America/Phoenix;-7;-7;-7;Page Municipal Airport;1787
PPI;YPIR;Australia/Adelaide;10,5;9,5;9,5;Port Pirie Airport;1788
YQU;CYQU;America/Edmonton;-7;-7;-6;Grande Prairie Airport;1789
DOD;HTDO;Africa/Dar_es_Salaam;3;3;3;Dodoma Airport;1790
HSA;UAIT;Asia/Almaty;5;5;5;Hazret Sultan International Airport;1791
IAG;KIAG;America/New_York;-5;-5;-4;Niagara Falls International Airport;1792
LCH;KLCH;America/Chicago;-6;-6;-5;Lake Charles Regional Airport;1793
RUT;KRUT;America/New_York;-5;-5;-4;Rutland - Southern Vermont Regional Airport;1794
HNY;ZGHY;Asia/Shanghai;8;8;8;Hengyang Nanyue Airport;1795
SLY;USDD;Asia/Yekaterinburg;5;5;5;Salekhard Airport;1796
XWA;KXWA;America/Chicago;-6;-6;-5;Williston Basin International Airport;1797
LEQ;EGHC;Europe/London;0;0;1;Land's End Airport;1798
BKG;KBBG;America/Chicago;-6;-6;-5;Branson Airport;1799
BRR;EGPR;Europe/London;0;0;1;Barra Airport;1800
BSC;SKBS;America/Bogota;-5;-5;-5;José Celestino Mutis Airport;1801
CMX;KCMX;America/Detroit;-5;-5;-4;Houghton County Memorial Airport;1802
DNR;LFRD;Europe/Paris;1;1;2;Dinard–Pleurtuit–Saint-Malo Airport;1803
ILY;EGPI;Europe/London;0;0;1;Islay Airport;1804
RES;SARE;America/Argentina/Cordoba;-3;-3;-3;Resistencia International Airport;1805
TOY;RJNT;Asia/Tokyo;9;9;9;Toyama Airport;1806
HDO;VIDX;Asia/Kolkata;5,5;5,5;5,5;Hindon Airport;1807
MIQ;KMLE;America/Chicago;-6;-6;-5;Millard Airport;1808
OSI;LDOS;Europe/Zagreb;1;1;2;Osijek Airport;1809
SHS;ZHJZ;Asia/Shanghai;8;8;8;Jingzhou Shashi Airport;1810
IWK;RJOI;Asia/Tokyo;9;9;9;Marine Corps Air Station Iwakuni;1811
LRM;MDLR;America/Santo_Domingo;-4;-4;-4;La Romana International Airport;1812
LYC;ESNL;Europe/Stockholm;1;1;2;Lycksele Airport;1813
PAP;MTPP;America/Port-au-Prince;-5;-5;-4;Toussaint L'Ouverture International Airport;1814
WJR;HKWJ;Africa/Nairobi;3;3;3;Wajir;1815
AAP;WALS;Asia/Makassar;8;8;8;APT Pranoto Airport;1816
BEB;EGPL;Europe/London;0;0;1;Benbecula Airport;1817
BHI;SAZB;America/Argentina/Buenos_Aires;-3;-3;-3;Comandante Espora Airport;1818
CGI;KCGI;America/Chicago;-6;-6;-5;Cape Girardeau Municipal Airport;1819
